2450069.4096	s
2450130.4065	s
2451335.9640	s
2452194.2830	s
2453662.5172	s
2454800.7044	s
2455478.5025	s
2457673.2188	s
2457674.2034	s
2457677.1553	s 
2457678.1392	s
2455478.5025	s
2453662.5172	s
2456619.1433	s
2456620.1272	s
2456621.1130	s
2456916.2283	s

2450053.4277	p
2450057.3603	p
2450080.4772	p
2450116.3858	p
2453662.2684	p
2454749.2991	p
2455469.9016	p
2455903.7220	p
2457673.4639	p
2457674.4491	p
2457677.3996	p	
2456917.4619	p
2456983.3729	p
2453662.2684	p
