2.457672720300000161e+06 5.630000000000023874e-01 7.399999999999984368e-01
2.457672723060000222e+06 5.679999999999996163e-01 7.480000000000011084e-01
2.457672730010000058e+06 5.889999999999986358e-01 7.520000000000024443e-01
2.457672731980000157e+06 5.909999999999993037e-01 7.450000000000009948e-01
2.457672733959999867e+06 5.969999999999995310e-01 7.400000000000019895e-01
2.457672735960000195e+06 5.969999999999995310e-01 7.469999999999998863e-01
2.457672737829999998e+06 6.009999999999990905e-01 7.379999999999995453e-01
2.457672739810000174e+06 6.029999999999997584e-01 7.300000000000004263e-01
2.457672741679999977e+06 6.109999999999988773e-01 7.480000000000011084e-01
2.457672743559999857e+06 6.069999999999993179e-01 7.429999999999985505e-01
2.457672745420000050e+06 6.200000000000009948e-01 7.309999999999980957e-01
2.457672747289999854e+06 6.209999999999986642e-01 7.450000000000009948e-01
2.457672749160000123e+06 6.220000000000016627e-01 7.479999999999975557e-01
2.457672751029999927e+06 6.300000000000007816e-01 7.399999999999984368e-01
2.457672752880000044e+06 6.250000000000000000e-01 7.330000000000005400e-01
2.457672754730000161e+06 6.140000000000007674e-01 7.349999999999994316e-01
2.457672756570000201e+06 6.289999999999995595e-01 7.360000000000006537e-01
2.457672758409999777e+06 6.239999999999987779e-01 7.199999999999988631e-01
2.457672759790000040e+06 6.180000000000003268e-01 7.500000000000000000e-01
2.457672762070000172e+06 6.199999999999992184e-01 7.300000000000004263e-01
2.457672763900000136e+06 6.179999999999985505e-01 7.430000000000021032e-01
2.457672765720000025e+06 6.250000000000000000e-01 7.469999999999998863e-01
2.457672767390000168e+06 5.999999999999996447e-01 7.530000000000001137e-01
2.457672769090000074e+06 6.100000000000012079e-01 7.439999999999997726e-01
2.457672770820000209e+06 6.249999999999982236e-01 7.280000000000015348e-01
2.457672772640000097e+06 6.210000000000004405e-01 7.409999999999996589e-01
2.457672774470000062e+06 6.180000000000003268e-01 7.519999999999988916e-01
2.457672776279999875e+06 6.089999999999999858e-01 7.420000000000008811e-01
2.457672778100000229e+06 6.150000000000002132e-01 7.330000000000005400e-01
2.457672779879999813e+06 6.080000000000005400e-01 7.390000000000007674e-01
2.457672781690000091e+06 6.099999999999994316e-01 7.540000000000013358e-01
2.457672783509999979e+06 5.999999999999978684e-01 7.460000000000022169e-01
2.457672785329999868e+06 5.949999999999988631e-01 7.579999999999991189e-01
